,0
2022-10-11,0.002005225806722022
2022-10-12,0.02237015732160219
2022-10-13,0.010084440640653725
2022-10-14,0.01815821681182972
2022-10-17,0.014098381419606953
2022-10-18,0.0038369227002117423
2022-10-19,-0.002631773073195176
2022-10-20,-0.0003665393309255638
2022-10-21,0.0029552855124708177
2022-10-24,-0.004338813180950973
2022-10-25,-0.0030362716979869253
2022-10-26,0.01330680999363687
2022-10-27,-0.00033568248880133655
2022-10-28,-0.025663089656400073
2022-10-31,0.008400834493730525
2022-11-01,0.017867421867945765
2022-11-02,0.007540311635797492
2022-11-03,0.0062007130617136585
2022-11-04,0.010215569288091864
2022-11-07,0.003027115021479565
2022-11-08,-0.0009303785510815787
2022-11-09,-0.0013243734771791749
2022-11-10,-0.007249018526460649
2022-11-11,0.005992930193629675
2022-11-14,-0.007899265083900264
2022-11-15,0.017370560471263508
2022-11-16,-0.0005925202368064486
2022-11-17,0.003432375172871982
2022-11-18,-0.006754432330079774
2022-11-21,0.007091320343453944
2022-11-22,-0.006753818058554684
2022-11-23,-0.0006156329888808987
2022-11-24,-0.0023754926051807734
2022-11-25,0.0034021930104277676
2022-11-28,-0.0023870016897831192
2022-11-29,0.016211742000943108
2022-11-30,-0.002137501524331009
2022-12-01,0.006097302669049398
2022-12-02,0.002875399799278977
2022-12-05,0.01629614688163117
2022-12-06,-0.003251647486396836
2022-12-07,4.67333712459439e-05
2022-12-08,-0.001333270139459164
2022-12-09,-0.00385290132193572
2022-12-12,-0.009488848091522284
2022-12-13,0.0026517114523478824
2022-12-14,0.0004010378370520318
2022-12-15,-0.005040381576614683
2022-12-16,0.0006753130431564891
2022-12-19,-0.019207177239259354
2022-12-20,-0.007169512629973007
2022-12-21,-0.002186327062269844
2022-12-22,-0.008306221434209116
2022-12-23,-0.009808665599970179
2022-12-26,0.0076330340072034986
2022-12-27,0.0059286918383452125
2022-12-28,-0.005389628365458865
2022-12-29,-0.004628896279705086
2022-12-30,0.007975450831390951
2023-01-03,0.010226081250491514
2023-01-04,0.006059072283185696
2023-01-05,0.004211791182816782
2023-01-06,-0.003671506211486819
2023-01-09,0.0029920558559164423
2023-01-10,-0.00015002023029941913
2023-01-11,-0.0071356577372651
2023-01-12,0.00019558535266850363
2023-01-13,0.00975312312021237
2023-01-16,0.012046671238772122
2023-01-17,-0.0007462562842158738
2023-01-18,0.0007127974557503691
2023-01-19,0.0049465516160545064
2023-01-20,0.0037227800595820426
2023-01-30,0.005876238205307471
2023-01-31,-3.692132856913943e-05
2023-02-01,0.011239394281883142
2023-02-02,0.0030471419769311225
2023-02-03,-0.002004322779655454
2023-02-06,-0.0015752836011363458
2023-02-07,0.007359287149896421
2023-02-08,-0.005024427619574445
2023-02-09,0.013110089244931178
2023-02-10,0.001407195351562418
2023-02-13,0.00824738103582523
2023-02-14,0.0011119425771362046
2023-02-15,-0.0005689654647595965
2023-02-16,-0.019061257395328823
2023-02-17,-0.001905048960320399
2023-02-20,0.012544378738331696
2023-02-21,0.005926517762507633
2023-02-22,0.002377999484065807
2023-02-23,-0.001302289627173825
2023-02-24,-0.0014689743514381126
2023-02-27,-0.005409901207873213
2023-02-28,0.009643117816166447
2023-03-01,0.004754028150735001
2023-03-02,-0.00037382227162474635
2023-03-03,0.0008844454641498967
2023-03-06,0.007268365238450647
2023-03-07,-0.01625411871363558
2023-03-08,0.011122635328032038
2023-03-09,0.005898841484674788
2023-03-10,-0.013490210387578916
2023-03-13,0.004695869019286647
2023-03-14,-0.009182041979815314
2023-03-15,0.007805095082641822
2023-03-16,-0.009156405946207036
2023-03-17,0.0017965759212372756
2023-03-20,-0.010501026118070245
2023-03-21,0.01111880619432748
2023-03-22,0.0009248068564968737
2023-03-23,0.000498118558983851
2023-03-24,0.0036631368223603022
2023-03-27,-0.0013900819207092185
2023-03-28,-0.008270069479157871
2023-03-29,0.0001684297650434985
2023-03-30,-0.004885077257103521
2023-03-31,0.007208093853847242
2023-04-03,0.009850785903539938
2023-04-04,-0.0028817398453649945
2023-04-06,0.004027709325636009
2023-04-07,0.012037883330585863
2023-04-10,-0.007224697433486749
2023-04-11,0.007185272899685735
2023-04-12,0.0097849342811962
2023-04-13,-0.004961817436997418
2023-04-14,-0.001576947493316161
2023-04-17,-0.0017614461857080599
2023-04-18,0.0006973711249058656
2023-04-19,-0.002642275440150832
2023-04-20,0.010480029397668789
2023-04-21,-0.02577886444927513
2023-04-24,-0.0038224110119410293
2023-04-25,-0.01292593491668148
2023-04-26,0.011551224224308987
2023-04-27,0.0011744357153697926
2023-04-28,0.017626738856981294
2023-05-04,0.015635887778830737
2023-05-05,-0.005630211158028309
2023-05-08,0.006582355591347566
2023-05-09,-0.014182051364647008
2023-05-10,0.0013187821904248054
2023-05-11,0.004818711793401542
2023-05-12,-0.006744277111534913
2023-05-15,0.005851110258873193
2023-05-16,-0.007163432215265164
2023-05-17,0.005211236866437652
2023-05-18,0.002091947413123796
2023-05-19,-0.002068993304793265
2023-05-22,0.00376114780452097
2023-05-23,-0.007305805916580144
2023-05-24,-0.004642271853267488
2023-05-25,-0.00034523068672998036
2023-05-26,0.0029978690692102905
2023-05-29,0.0007129296961343456
2023-05-30,-0.0014965639420588817
2023-05-31,-0.008645866019256987
2023-06-01,-0.000553298156527493
2023-06-02,0.007692380302678048
2023-06-05,0.0013760831002505025
2023-06-06,-0.017412835285986028
2023-06-07,-0.0013885809039193564
2023-06-08,-0.0009281722072219667
2023-06-09,0.0014287203055198816
2023-06-12,0.008841574099005989
2023-06-13,-0.0018830928914033152
2023-06-14,0.003430656745599059
2023-06-15,0.007001340134694667
2023-06-16,0.0022393409905649975
2023-06-19,-0.00242731765738069
2023-06-20,-0.00042384635819581185
2023-06-21,-0.01009521833460969
2023-06-26,-0.00740393781293236
2023-06-27,0.012853406865509953
2023-06-28,0.005423929693266549
2023-06-29,0.0004052219303898319
2023-06-30,0.00855070500730215
2023-07-03,0.005098799331789028
2023-07-04,0.0005202652187121792
2023-07-05,-0.002621287491968105
2023-07-06,-0.0026628895953155762
2023-07-07,0.00023115020089914395
2023-07-10,0.003046294037365449
2023-07-11,0.007175401503415779
2023-07-12,-0.0019144418550530728
2023-07-13,0.0037080724641143092
2023-07-14,-0.0020299022515393172
2023-07-17,-0.0002593768582765943
2023-07-18,0.004455133479866813
2023-07-19,-0.0006173583857282949
2023-07-20,-0.006594524297402482
2023-07-21,-0.0007026896389982218
2023-07-24,-0.0015661828442652403
2023-07-25,0.006124667533752737
2023-07-26,-0.0012442552848771493
2023-07-27,-0.004971083409201826
2023-07-28,0.00844934984909429
2023-07-31,0.0008602547858655996
2023-08-01,-0.0025388893493223375
2023-08-02,-0.005145564151340709
2023-08-03,0.003028038118282561
2023-08-04,-0.0023354008921920855
2023-08-07,-0.011125445032968528
2023-08-08,-0.002158959060298171
2023-08-09,-0.003578302330527694
2023-08-10,0.0036249916139095006
2023-08-11,-0.01396656318907008
2023-08-14,0.003315656818678292
2023-08-15,0.0013283489667872406
2023-08-16,-0.004895642193769478
2023-08-17,0.005721295061101417
2023-08-18,-0.013866849421407479
2023-08-21,-0.008261492784338853
2023-08-22,0.0003735212470183935
2023-08-23,-0.012397546888134992
2023-08-24,0.0005291323626144262
2023-08-25,-0.018618842003425895
2023-08-28,0.005049130661151535
2023-08-29,0.025601250275902432
2023-08-30,0.007873336585715096
2023-08-31,-0.005343547059313947
2023-09-01,-0.0019687482725989636
2023-09-04,0.009998478124973342
2023-09-05,-0.0052589987605297095
2023-09-06,0.001851486349553122
2023-09-07,-0.012110344385304783
2023-09-08,0.0019242383545936548
2023-09-11,0.009703986278441823
2023-09-12,-0.0026883992717208205
2023-09-13,-0.009398872669139857
2023-09-14,-0.004053904161279487
2023-09-15,-0.002727261052251073
2023-09-18,0.002803044420569112
2023-09-19,-0.004576331615712581
2023-09-20,-0.00724436845856935
2023-09-21,-0.006604378272314415
2023-09-22,0.017019888588956755
2023-09-25,-0.00650761638701558
2023-09-26,0.0016858016444121215
2023-09-27,0.0008736105553253104
2023-09-28,0.007152322764838015
2023-10-09,-0.004601236615623949
2023-10-10,-0.0004776128968250193
2023-10-11,0.0030038467445303585
2023-10-12,0.0002661776704604435
2023-10-13,-0.0059080072554283936
2023-10-16,-0.010598954156116225
2023-10-17,-0.004883180732861869
2023-10-18,-0.018491828501565832
2023-10-19,-0.010066079604181155
2023-10-20,-0.013210847297560058
2023-10-23,-0.025908047787385313
2023-10-24,0.016172207291070828
2023-10-25,0.0071769335936653356
2023-10-26,0.009131806318890767
2023-10-27,0.016689329473703385
2023-10-30,0.007954805759495809
2023-10-31,-0.007646557745525362
2023-11-01,-0.001768664396692321
2023-11-02,-0.011331630317621744
2023-11-03,0.005427599061801791
2023-11-06,0.014963189353264239
2023-11-07,0.004871941791648515
2023-11-08,0.0027560767405019337
2023-11-09,-0.009189576139287392
2023-11-10,-0.002970445710349545
2023-11-13,0.003531410127405543
2023-11-14,0.004535518477170042
2023-11-15,0.008193929018414092
2023-11-16,-0.004808927166138233
2023-11-17,0.004672812663223835
2023-11-20,0.007752269457980354
2023-11-21,-0.004849799294340373
2023-11-22,-0.010338661030720897
2023-11-23,0.002261641555132643
2023-11-24,-0.005669826494406616
2023-11-27,-0.004985273150850844
2023-11-28,0.003131219361457216
2023-11-29,-0.005625188875994835
2023-11-30,0.00013353024078721631
2023-12-01,0.006779913393698989
2023-12-04,0.0012888879657118046
2023-12-05,-0.011794766625607633
2023-12-06,0.0009102532857161449
2023-12-07,-0.001639841569318845
2023-12-08,-0.007810419980018191
2023-12-11,0.012118025180526182
2023-12-12,0.00582953880486814
2023-12-13,-0.004733392071555986
2023-12-14,0.00019943276614697858
2023-12-15,-0.004133964656304445
2023-12-18,-0.010263961129876598
2023-12-19,-0.0016895439044295468
2023-12-20,-0.010863102911007005
2023-12-21,0.005479973821071793
2023-12-22,-0.014603591182202003
2023-12-25,-0.0019584214588922455
2023-12-26,-0.006410982744680216
2023-12-27,0.0029673845181072966
2023-12-28,0.014094542632064666
2023-12-29,0.006072126967820557
2024-01-02,0.0026325845334753684
2024-01-03,-0.00078542604508125
2024-01-04,-0.004647941316405113
2024-01-05,-0.011770771034079197
2024-01-08,-0.018661901882349508
2024-01-09,0.0037990761689521424
2024-01-10,-0.0026325599796718224
2024-01-11,0.00847347888663963
2024-01-12,-0.0017381261416747895
2024-01-15,-0.0018741786922004122
2024-01-16,-0.0016166533110077985
2024-01-17,-0.018485301043777214
2024-01-18,-0.0088682196473171
2024-01-19,-0.008613827102732508
2024-01-22,-0.04577737952640493
2024-01-23,0.009513153064582891
2024-01-24,0.01652963499192328
2024-01-25,0.026803223864060755
2024-01-26,-0.002369843929832749
2024-01-29,-0.021469869176663825
2024-01-30,-0.027057429608563277
2024-01-31,-0.023543733854454962
2024-02-01,-0.010680435518515496
2024-02-02,-0.022304279814040262
2024-02-05,-0.02895543370829501
2024-02-06,0.04216747836233714
2024-02-07,0.019243490545527875
2024-02-08,0.022642463998794327
2024-02-19,0.010359453331104218
2024-02-20,0.0015562572929390672
2024-02-21,0.005524728313699212
2024-02-22,0.007868179450776447
2024-02-23,0.020208470668849232
2024-02-26,0.010887563215475016
2024-02-27,0.026197074247434893
2024-02-28,-0.054723496720159304
2024-02-29,0.036413095832496634
2024-03-01,0.014996719197444275
2024-03-04,0.0057910246463646065
2024-03-05,-0.012289794195258219
2024-03-06,0.011366199768037655
2024-03-07,-0.008776220622039754
2024-03-08,0.012057495682266106
2024-03-11,0.010635998544173075
2024-03-12,0.0029731995964981106
2024-03-13,0.005263635302632741
2024-03-14,-0.004253728979884741
2024-03-15,0.010827241513215347
2024-03-18,0.01775817021880588
2024-03-19,-0.0028293841712973
2024-03-20,0.013446494813470267
2024-03-21,-0.0012370640216285977
2024-03-22,-0.007082247285123966
2024-03-25,-0.024669594270983697
2024-03-26,0.0017206687564954581
2024-03-27,-0.0269758851351366
2024-03-28,0.02129044939993685
2024-03-29,0.00920182563421812
2024-04-01,0.016836362419873296
2024-04-02,-0.004803328785294103
2024-04-03,-0.0096708427527058
2024-04-08,-0.013721587533714774
2024-04-09,0.006496646444975829
2024-04-10,-0.013686122626033748
2024-04-11,0.0036722765548955483
2024-04-12,-0.006482043656270586
2024-04-15,-0.012909224174731726
2024-04-16,-0.04059968040380457
2024-04-17,0.04306335131463679
2024-04-18,0.0024576537890401706
2024-04-19,-0.0009210039668303693
2024-04-22,-0.007759487840264034
2024-04-23,0.0008331946897872644
2024-04-24,0.00988437975890366
2024-04-25,0.005762702800977237
2024-04-26,0.013874516962603112
2024-04-29,0.0266379668105039
2024-04-30,-0.0014697957535210193
2024-05-06,0.019616452508286697
2024-05-07,0.006295767471385494
2024-05-08,-0.009851597730137995
2024-05-09,0.01034906182980877
2024-05-10,-0.006640160649915905
2024-05-13,-0.010807777866691626
2024-05-14,0.005734832769007214
2024-05-15,-0.007558062973415436
2024-05-16,-0.00029437745427174367
2024-05-17,0.012720927034607143
2024-05-20,0.003469465162064811
2024-05-21,-0.006572251454269207
2024-05-22,0.002625955346909681
2024-05-23,-0.020519500732627427
